Part,Color,Quantity
99780,72,2
30165,72,1
87081,72,1
95344,72,2
6141,72,4
4081b,72,2
48336,72,2
99021,72,2
10928,72,4
15535,72,2
2412b,72,6
2476a,28,1
99781,71,2
6005,71,4
6183,71,2
15068,71,2
87087,71,1
3961,71,1
298c02,71,1
3710,71,1
3022,71,5
2420,71,2
3020,71,2
2654,71,4
60474,71,2
60470b,71,2
15712,71,3
15462,70,1
